t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
605,2,0,0,2,0,2,2,0,1
606,2,0,0,2,0,2,3,0,1
607,2,0,0,2,0,2,3,0,1
608,2,0,0,2,0,2,3,0,2
609,2,0,0,2,0,2,0,0,2
610,2,0,0,2,0,2,0,0,2
611,2,0,0,3,0,3,0,0,2
612,2,0,0,3,1,3,0,0,2
613,2,0,0,3,1,3,0,0,2
614,3,0,0,0,1,0,0,0,2
615,3,0,0,0,2,0,0,0,2
616,3,0,0,0,2,0,0,0,2
617,0,0,0,0,2,0,0,0,2
618,0,1,0,0,2,0,0,0,3
619,0,1,0,0,2,0,0,0,3
620,0,1,1,0,2,0,0,0,3
621,0,2,1,0,2,0,0,0,0
622,0,2,1,0,2,0,0,1,0
623,0,2,2,0,2,0,0,1,0
624,0,2,2,1,2,0,0,1,0
625,0,2,2,1,3,0,0,2,0
626,0,2,2,1,3,0,0,2,0
627,0,2,2,2,3,0,0,2,0
628,0,2,2,2,0,0,0,2,0
629,0,2,2,2,0,0,1,2,0
630,0,2,2,2,0,0,1,2,0
631,0,3,2,2,0,0,1,2,1
632,0,3,2,2,0,0,2,2,1
633,0,3,3,2,0,0,2,2,1
634,0,0,3,2,0,0,2,2,2
635,0,0,3,2,0,0,2,3,2
636,0,0,0,2,0,0,2,3,2
637,0,0,0,3,0,0,2,3,2
638,0,0,0,3,0,0,2,0,2
639,0,0,0,3,0,1,2,0,2
640,0,0,0,0,0,1,2,0,2
641,0,0,0,0,0,1,2,0,2
642,1,0,0,0,0,2,3,0,2
643,1,0,0,0,0,2,3,0,2
644,1,1,0,0,0,2,3,0,3
645,2,1,0,0,0,2,0,0,3
646,2,1,1,0,0,2,0,0,3
647,2,2,1,0,0,2,0,0,0
648,2,2,1,0,0,2,0,1,0
649,2,2,2,0,0,2,0,1,0
650,2,2,2,0,0,2,0,1,0
651,2,2,2,0,0,2,0,2,0
652,2,2,2,0,0,3,0,2,0
653,2,2,2,0,0,3,0,2,0
654,2,2,2,0,0,3,0,2,0
655,3,2,2,0,0,0,0,2,0
656,3,2,2,0,0,0,0,2,0
657,3,3,2,0,0,0,0,2,1
658,0,3,2,0,1,0,0,2,1
659,0,3,3,0,1,0,0,2,1
660,0,0,3,1,1,0,1,2,2
661,0,0,3,1,2,0,1,3,2
662,0,0,0,1,2,0,1,3,2
663,0,0,0,2,2,0,2,3,2
664,0,0,0,2,2,0,2,0,2
665,0,0,0,2,2,0,2,0,2
666,0,0,0,2,2,0,2,0,2
667,0,0,0,2,2,0,2,0,2
668,0,0,0,2,2,0,2,0,2
669,0,0,0,2,2,0,2,0,2
670,0,1,0,2,2,0,2,0,3
671,0,1,0,2,3,0,2,0,3
672,0,1,0,2,3,0,2,0,3
673,0,2,0,3,3,0,3,0,0
674,0,2,0,3,0,0,3,0,0
675,0,2,0,3,0,0,3,0,0
676,0,2,0,0,0,0,0,0,0
677,0,2,1,0,0,0,0,0,0
