t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
533,0,0,1,2,3,3,0,0,0
534,0,0,2,2,3,0,0,0,0
535,0,0,2,2,3,0,0,0,0
536,0,0,2,2,0,0,0,0,0
537,1,1,2,2,0,0,0,0,0
538,1,1,2,2,0,0,0,0,0
539,1,1,2,2,0,0,0,0,0
540,2,2,2,2,0,0,0,0,0
541,2,2,2,3,0,0,0,0,0
542,2,2,2,3,0,0,0,1,0
543,2,2,2,3,0,0,0,1,1
544,2,2,3,0,0,1,0,1,1
545,2,2,3,0,0,1,0,2,1
546,2,2,3,0,0,1,0,2,2
547,2,2,0,0,0,2,1,2,2
548,2,2,0,0,0,2,1,2,2
549,2,2,0,0,0,2,1,2,2
550,2,2,0,0,0,2,2,2,2
551,2,3,0,0,0,2,2,2,2
552,3,3,0,0,1,2,2,2,2
553,3,3,0,0,1,2,2,2,2
554,3,0,0,1,1,2,2,2,2
555,0,0,0,1,2,2,2,3,2
556,0,0,0,1,2,2,2,3,3
557,0,0,1,2,2,2,2,3,3
558,0,0,1,2,2,3,2,0,3
559,0,0,1,2,2,3,2,0,0
560,0,0,2,2,2,3,3,0,0
561,0,0,2,2,2,0,3,0,0
562,0,0,2,2,2,0,3,0,0
563,0,0,2,2,2,0,0,0,0
564,0,1,2,2,2,0,0,0,0
565,1,1,2,2,3,0,0,0,0
566,1,1,2,2,3,0,0,0,0
567,1,2,2,3,3,0,0,0,0
568,2,2,2,3,0,0,0,0,0
569,2,2,2,3,0,0,0,0,1
570,2,2,2,0,0,0,0,0,1
571,2,2,2,0,0,0,0,0,1
572,2,2,2,0,0,0,0,0,2
573,2,2,3,0,0,0,0,0,2
574,2,2,3,0,0,0,0,0,2
575,2,2,3,0,0,0,0,1,2
576,2,2,0,0,0,0,0,1,2
577,2,3,0,0,0,0,0,1,2
578,2,3,0,0,1,0,0,2,2
579,2,3,0,0,1,1,1,2,2
580,2,0,0,0,1,1,1,2,2
581,2,0,0,1,2,1,1,2,2
582,3,0,0,1,2,2,2,2,2
583,3,0,0,1,2,2,2,2,2
584,3,0,0,2,2,2,2,2,3
585,0,0,0,2,2,2,2,2,3
586,0,0,1,2,2,2,2,2,3
587,0,0,1,2,2,2,2,2,0
588,0,0,1,2,2,2,2,3,0
589,0,0,2,2,2,2,2,3,0
590,0,1,2,2,2,2,2,3,0
591,0,1,2,2,3,2,2,0,0
592,0,1,2,2,3,2,2,0,0
593,0,2,2,2,3,2,2,0,0
594,0,2,2,2,0,2,3,0,0
595,0,2,2,2,0,2,3,0,0
596,0,2,2,3,0,3,3,0,0
597,0,2,2,3,0,3,0,0,1
598,0,2,2,3,0,3,0,0,1
599,0,2,3,0,0,0,0,0,1
600,0,2,3,0,0,0,0,0,2
601,0,2,3,0,0,0,0,1,2
602,1,2,0,0,0,0,0,1,2
603,1,2,0,0,0,0,0,1,2
604,1,2,0,0,1,0,0,2,2
605,2,3,0,0,1,0,0,2,2
606,2,3,0,0,1,0,0,2,2
607,2,3,0,0,2,0,1,2,2
608,2,0,0,0,2,0,1,2,2
609,2,0,0,0,2,1,1,2,2
610,2,0,0,0,2,1,2,2,2
611,2,0,0,0,2,1,2,2,2
612,2,0,1,0,2,2,2,2,3
613,2,0,1,1,2,2,2,2,3
614,2,0,1,1,2,2,2,2,3
615,3,0,2,1,2,2,2,2,0
616,3,0,2,2,2,2,2,2,0
617,3,0,2,2,2,2,2,2,0
618,0,0,2,2,2,2,2,2,0
619,0,0,2,2,2,2,2,2,0
620,0,0,2,2,3,2,3,2,0
621,0,1,2,2,3,2,3,3,0
622,0,1,2,2,3,3,3,3,0
623,0,1,2,2,0,3,0,3,0
624,0,2,2,2,0,3,0,0,0
625,0,2,2,2,0,0,0,0,0
626,0,2,2,3,0,0,0,0,1
627,0,2,3,3,0,0,0,0,1
628,1,2,3,3,0,0,0,0,1
629,1,2,3,0,0,0,0,0,2
630,1,2,0,0,0,0,0,0,2
631,2,2,0,0,0,0,0,0,2
632,2,2,0,0,0,0,0,0,2
633,2,2,0,0,1,0,0,0,2
634,2,2,0,0,1,0,0,1,2
635,2,2,0,0,1,1,0,1,2
636,2,2,0,0,2,1,0,1,2
637,2,3,0,0,2,1,0,2,2
638,2,3,0,0,2,2,0,2,2
639,2,3,0,1,2,2,0,2,2
640,2,0,0,1,2,2,0,2,2
641,2,0,1,1,2,2,1,2,2
642,3,0,1,2,2,2,1,2,2
643,3,0,1,2,2,2,1,2,2
644,3,0,2,2,2,2,2,2,2
645,0,0,2,2,2,2,2,2,2
646,0,0,2,2,2,2,2,2,3
647,0,0,2,2,3,2,2,3,3
648,0,0,2,2,3,2,2,3,3
649,0,0,2,2,3,2,2,3,0
650,0,1,2,2,0,2,2,0,0
651,0,1,2,2,0,3,2,0,0
652,0,1,2,2,0,3,2,0,0
653,0,2,2,2,0,3,2,0,0
654,0,2,2,2,0,0,3,0,0
655,0,2,2,3,0,0,3,0,0
656,0,2,2,3,0,0,3,0,0
657,0,2,2,3,0,0,0,0,0
658,0,2,2,0,0,0,0,0,0
659,0,2,2,0,0,0,0,0,1
660,0,2,2,0,1,0,0,1,1
661,1,2,3,0,1,0,0,1,1
662,1,2,3,0,1,0,0,1,2
663,1,2,3,0,2,0,0,2,2
664,2,2,0,0,2,0,0,2,2
665,2,3,0,0,2,1,0,2,2
666,2,3,0,0,2,1,0,2,2
667,2,3,0,0,2,1,1,2,2
668,2,0,0,1,2,2,1,2,2
669,2,0,0,1,2,2,1,2,2
670,2,0,0,1,2,2,2,2,2
671,2,0,0,2,2,2,2,2,2
672,2,0,0,2,2,2,2,2,3
673,2,0,0,2,2,2,2,2,3
674,3,0,0,2,2,2,2,2,3
675,3,0,0,2,2,2,2,2,0
676,3,0,1,2,3,2,2,2,0
677,0,0,1,2,3,2,2,2,0
678,0,1,1,2,3,3,2,2,0
679,0,1,2,2,0,3,2,2,0
680,0,1,2,2,0,3,3,2,0
681,0,2,2,3,0,0,3,3,0
682,0,2,2,3,0,0,3,3,0
683,0,2,2,3,0,0,0,3,0
684,0,2,2,0,0,0,0,0,0
685,0,2,2,0,0,0,0,0,1
