t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
333,0,2,0,2,2,0,0,0,0
334,0,2,0,2,2,0,0,0,0
335,0,2,0,2,2,0,0,0,0
336,0,2,0,2,2,0,0,0,0
337,0,3,0,3,2,0,0,0,0
338,0,3,0,3,3,0,0,0,1
339,1,3,1,3,3,0,0,0,1
340,1,0,1,0,3,0,0,1,1
341,1,0,1,0,0,0,0,1,2
342,2,0,2,0,0,0,0,1,2
343,2,0,2,0,0,0,0,2,2
344,2,0,2,0,0,0,0,2,2
345,2,0,2,0,0,0,0,2,2
346,2,0,2,0,0,0,1,2,2
347,2,0,2,0,0,0,1,2,2
348,2,0,2,0,0,0,1,2,2
349,2,0,2,0,0,0,2,2,2
350,2,0,2,1,0,0,2,2,2
351,2,0,2,1,0,0,2,2,3
352,3,0,3,1,0,0,2,2,3
353,3,0,3,2,0,0,2,3,3
354,3,0,3,2,0,0,2,3,0
355,0,1,0,2,0,0,2,3,0
356,0,1,0,2,0,0,2,0,0
357,0,1,0,2,0,0,2,0,0
358,0,2,0,2,0,1,2,0,0
359,0,2,0,2,0,1,3,0,0
360,0,2,0,2,0,1,3,0,0
361,0,2,0,2,0,2,3,0,0
362,0,2,0,2,0,2,0,0,0
363,0,2,0,3,0,2,0,0,0
364,0,2,0,3,0,2,0,0,0
365,0,2,0,3,0,2,0,0,0
366,0,2,0,0,0,2,0,0,0
367,0,2,0,0,0,2,0,0,0
368,0,3,0,0,0,2,0,0,0
369,0,3,0,0,0,2,0,0,1
370,1,3,0,0,0,2,0,0,1
371,1,0,0,0,1,3,0,1,1
372,1,0,0,0,1,3,0,1,2
373,2,0,0,0,1,3,0,1,2
374,2,0,0,0,2,0,0,2,2
375,2,0,0,0,2,0,0,2,2
376,2,0,0,1,2,0,0,2,2
377,2,0,0,1,2,0,1,2,2
378,2,0,0,1,2,0,1,2,2
379,2,0,0,2,2,0,1,2,2
380,2,0,1,2,2,0,2,2,2
381,2,0,1,2,2,0,2,2,2
382,2,0,1,2,2,0,2,2,3
383,3,0,2,2,2,0,2,2,3
384,3,0,2,2,2,0,2,3,3
385,3,0,2,2,2,0,2,3,0
386,0,0,2,2,2,0,2,3,0
387,0,0,2,2,2,0,2,0,0
388,0,0,2,2,2,0,2,0,0
389,0,0,2,3,3,0,2,0,0
390,0,0,2,3,3,0,3,0,0
391,0,0,2,3,3,0,3,0,0
392,0,0,2,0,0,0,3,0,0
393,0,0,3,0,0,0,0,0,0
394,0,0,3,0,0,0,0,0,0
395,0,0,3,0,0,0,0,0,1
396,0,1,0,0,0,0,0,0,1
397,0,1,0,0,0,0,0,0,1
398,0,1,0,0,0,0,0,0,2
399,0,2,0,0,0,1,0,0,2
400,0,2,0,0,0,1,0,0,2
401,1,2,0,0,0,1,0,0,2
402,1,2,0,1,1,2,0,1,2
403,1,2,0,1,1,2,1,1,2
404,2,2,0,1,1,2,1,1,2
405,2,2,0,2,2,2,1,2,2
406,2,2,0,2,2,2,2,2,2
407,2,2,0,2,2,2,2,2,2
408,2,2,0,2,2,2,2,2,3
409,2,3,0,2,2,2,2,2,3
410,2,3,0,2,2,2,2,2,3
411,2,3,0,2,2,2,2,2,0
412,2,0,0,2,2,3,2,2,0
413,2,0,0,2,2,3,2,2,0
414,3,0,0,2,2,3,2,2,0
415,3,0,0,3,3,0,2,3,0
416,3,0,1,3,3,0,3,3,0
417,0,0,1,3,3,0,3,3,0
418,0,0,1,0,0,0,3,0,0
419,0,0,2,0,0,0,0,0,0
420,0,0,2,0,0,0,0,0,0
421,0,0,2,0,0,0,0,0,0
422,0,1,2,0,0,0,0,0,0
423,0,1,2,0,0,0,0,0,0
424,0,1,2,0,0,0,0,0,0
425,0,2,2,0,0,1,0,0,0
426,0,2,2,0,0,1,0,0,1
