variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,4042,172,4214,1.45e-04,26.0,4350,8.16,26.08,10.42,31,-7782.7,-1.158,-3.691,5262,2804,2442,1.291,4201,302.3,104.4,0,0.0,0,0,4,7,130.04,24.64,25.4,1.169,0.661,0,0.0,-0.0021,0.0141,0.0901,0.0007,0.0097,,,-97121.84,-40667.86,-97121.84,,,,ippo,retraso
local,4042,173,4215,1.40e-04,26.2,4350,8.92,27.3,11.22,35,-8400.7,-1.245,-3.842,5285,2814,2453,1.4,4205,304.7,105.2,0,0.0,0,0,4,7,130.26,24.54,25.83,1.16,0.665,0,0.0,-0.001,0.0167,0.0822,0.0009,0.0122,,,-101529.05,-43993.21,-101529.05,,,,ippo,retraso
local,4042,174,4216,1.35e-04,25.9,4350,8.3,26.12,10.53,35,-7861.7,-1.165,-3.702,5279,2801,2462,1.292,4201,302.3,104.4,0,0.0,0,0,4,7,130.85,24.86,25.51,1.176,0.652,0,0.0,-0.0009,0.0141,0.0814,0.0007,0.0093,,,-97713.06,-41262.6,-97713.06,,,,ippo,retraso
local,4042,175,4217,1.30e-04,25.7,4350,8.6,26.77,10.87,34,-8152.9,-1.206,-3.761,5279,2790,2474,1.391,4206,303.8,104.9,0,0.0,0,0,4,7,130.67,25.37,26.69,1.227,0.631,0,0.0,-0.0006,0.0142,0.0835,0.0005,0.0045,,,-99266.68,-42606.36,-99266.68,,,,ippo,retraso
local,4042,176,4218,1.25e-04,26.4,4350,8.07,25.58,10.18,31,-7631.8,-1.125,-3.576,5320,2843,2461,1.276,4199,300.1,103.8,0,0.0,0,0,4,7,128.35,22.9,23.6,1.011,0.748,0,0.0,-0.0008,0.0128,0.1033,0.0004,0.0057,,,-95116.45,-40134.32,-95116.45,,,,ippo,retraso
local,4042,177,4219,1.20e-04,26.3,4350,9.08,27.35,11.27,33,-8551.4,-1.253,-3.818,5350,2864,2471,1.414,4197,304.6,105.2,0,0.0,0,0,4,7,130.59,24.85,25.54,1.169,0.667,0,0.0,-0.0003,0.017,0.1053,0.0006,0.0067,,,-102130.08,-44676.72,-102130.08,,,,ippo,retraso
local,4042,178,4220,1.15e-04,26.2,4350,8.75,27.02,10.98,33,-8271.0,-1.222,-3.779,5297,2818,2463,1.358,4198,304.5,105.2,0,0.0,0,0,4,8,131.94,26.75,28.3,1.332,0.596,0,0.0,-0.0009,0.0149,0.0941,0.0008,0.0112,,,-100075.87,-43157.41,-100075.87,,,,ippo,retraso
local,4042,179,4221,1.10e-04,26.3,4350,9.3,27.81,11.64,33,-8746.9,-1.298,-3.933,5274,2793,2465,1.458,4206,305.9,105.6,0,0.0,0,0,4,7,132.56,27.14,28.08,1.342,0.585,0,0.0,-0.0013,0.017,0.0886,0.0006,0.0079,,,-103720.3,-45577.91,-103720.3,,,,ippo,retraso
local,4042,180,4222,1.05e-04,26.0,4350,8.48,26.4,10.68,33,-8040.4,-1.186,-3.69,5309,2832,2461,1.335,4202,302.5,104.5,0,0.0,0,0,4,7,129.09,23.67,24.0,1.089,0.693,0,0.0,-0.0005,0.0141,0.0971,0.0008,0.0082,26.49,8.47,-97938.11,-42002.89,-97938.11,26.49,26.26,26.375,ippo,retraso
local,4042,181,4223,1.00e-04,26.5,4350,8.92,26.86,11.11,33,-8460.5,-1.242,-3.741,5345,2862,2469,1.37,4208,303.0,104.7,0,0.0,0,0,4,8,129.63,24.26,24.76,1.111,0.7,0,0.0,-0.0008,0.0172,0.0988,0.0004,0.0053,,,-99969.42,-43990.25,-99969.42,,,,ippo,retraso
