variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera
local,42,36,78,1.25e-04,3.6,1844,18.23,75.27,8.62,32,-7370.1,-8.966,-8.517,661,388,271,2.922,1683,267.9,91.8,0,0.0,0,0,0,0,,,,,,0,0.0,0.0023,13.4796,0.3384,0.0002,0.0006,,
local,42,37,79,1.20e-04,3.7,1844,18.47,79.55,8.79,28,-7502.7,-9.194,-8.709,648,364,281,3.049,1688,274.2,93.8,0,0.0,0,0,0,0,,,,,,0,0.0,0.0039,9.7007,0.3148,0.0002,0.0,,
local,42,38,80,1.15e-04,3.5,1844,16.88,74.28,8.15,29,-6908.5,-8.54,-8.158,643,364,278,2.843,1686,265.6,90.9,0,0.0,0,0,0,0,,,,,,0,0.0,0.005,9.9013,0.3179,0.0003,0.0,,
local,42,39,81,1.10e-04,3.5,1844,17.18,75.63,8.26,25,-6994.1,-8.624,-8.245,639,350,288,2.954,1691,268.5,91.8,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0018,8.5468,0.2933,0.0001,0.0,,
local,42,40,82,1.05e-04,3.7,1844,17.95,78.71,8.53,29,-7280.5,-8.9,-8.608,647,358,287,2.996,1687,273.0,93.4,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0066,8.4914,0.2962,0.0002,0.0,71.61,15.53
local,42,41,83,1.00e-04,3.9,1844,17.12,73.16,8.31,23,-6947.2,-8.641,-8.359,632,342,288,2.936,1699,266.4,91.0,0,0.0,0,0,0,0,,,,,,0,0.0,0.0042,7.1054,0.2825,0.0,0.0,,
local,42,42,84,9.50e-05,3.3,1844,17.27,75.09,8.34,23,-7008.6,-8.674,-8.253,638,351,285,2.928,1691,268.8,91.9,0,0.0,0,0,0,0,,,,,,0,0.0,0.0091,6.2899,0.2936,0.0006,0.0002,,
local,42,43,85,9.00e-05,3.6,1844,17.51,76.87,8.38,28,-7107.4,-8.731,-8.357,644,357,285,2.948,1688,270.2,92.4,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0116,7.5748,0.296,0.0002,0.0,,
local,42,44,86,8.50e-05,3.7,1844,16.91,73.7,8.19,27,-6895.6,-8.555,-8.145,644,370,272,2.83,1703,266.0,90.9,0,0.0,0,0,0,0,,,,,,0,0.0,0.0014,6.385,0.321,0.0006,0.0,,
local,42,45,87,8.00e-05,4.0,1844,16.98,75.57,8.15,23,-6888.7,-8.473,-8.029,652,380,270,2.928,1689,267.1,91.4,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0054,6.8059,0.3185,0.0001,0.0,,
local,42,46,88,7.50e-05,4.0,1844,17.18,75.15,8.21,28,-6996.1,-8.574,-8.131,656,385,269,2.873,1685,266.9,91.4,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0014,6.0528,0.3243,0.0,0.0,,
local,42,47,89,7.00e-05,3.6,1844,17.04,76.9,8.17,24,-6955.3,-8.545,-8.122,652,379,271,2.939,1692,269.1,92.0,0,0.0,0,0,0,0,,,,,,0,0.0,-0.0035,5.5553,0.3133,0.0,0.0,,
